"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"MPP3"	6.162953	6.401777	5.988553	5.914822	6.073973	5.982134	6.024919	5.831869	5.859544	5.90755
"CKMT2"	6.206462	6.109852	5.719947	5.936282	6.41568	6.53908	6.685963	6.355227	6.603782	6.75976
"AMER3"	5.574512	5.6397	5.655829	5.530018	5.509388	5.535415	5.688069	5.593776	5.705146	5.59533
"EIF1AX"	9.543392	9.471282	9.712181	9.792965	9.305057	9.02091	8.025225	8.909582	9.120214	8.927638
"LTV1"	6.689173	6.556776	6.805056	6.517696	6.067477	6.581507	6.439256	6.389271	6.55029	6.487252
"GOSR1"	6.980778	7.286864	7.047459	6.876522	6.948737	6.939904	7.093269	7.128958	7.007522	7.314309
"C16orf80"	7.163483	7.141423	7.330667	6.91865	6.778838	6.887125	7.430188	6.819608	7.429939	7.338153
"COBL"	6.628515	6.754683	6.720348	6.933224	6.659484	7.237136	6.983432	6.958133	7.026255	7.133508
"OR10S1"	5.860401	5.733256	5.889457	5.770379	5.99863	5.646747	6.053533	5.753349	5.853557	5.723504
"EFNB1"	9.514026	9.44684	9.491407	9.490726	9.440735	10.027654	10.001114	9.496727	10.076894	9.998919
"HBEGF"	7.901385	8.341077	8.031475	8.40706	7.64874	8.109852	7.624775	7.442154	7.667985	7.604054
"NFU1"	6.485545	7.105805	6.49684	6.224975	6.299712	6.920154	7.142261	6.304615	6.954592	6.925047
"KHK"	7.569678	7.725446	6.936883	7.19451	7.408143	8.065982	8.336576	7.598439	7.93976	7.901127
"CSTF2"	8.815323	8.713965	8.707642	8.599822	8.756223	8.457243	8.044813	8.426176	8.097855	8.572567
"NLRP2"	5.896209	5.389332	5.549216	5.615579	5.679583	5.51145	5.559203	5.838821	5.551977	5.534978
"FIBIN"	5.707722	5.505292	5.499737	5.553106	5.782886	5.447522	5.843162	5.721544	5.519581	5.447469
"SMYD5"	6.077212	5.896335	5.967293	6.124931	5.876577	5.827966	5.887154	5.974803	5.841014	5.84243
"HERC4"	6.897705	6.977917	7.291677	7.126366	7.062281	7.031107	6.365101	6.896842	7.110145	7.01357
"FARSA"	6.647587	6.643992	6.249182	6.483486	6.056242	6.53107	6.300578	6.356545	6.290473	6.259916
"BYSL"	5.614638	5.559602	5.54914	5.874012	5.871466	5.646407	5.850886	5.727693	5.458975	5.636266
"LMBR1L"	6.281123	6.489313	6.308733	6.410385	6.481674	6.755956	6.689928	6.53059	6.579684	6.558007
"ATG9A"	5.915887	6.237378	6.215218	6.186208	6.052429	6.323418	6.257901	6.234658	6.371915	6.342788
"DCAKD"	9.517858	9.454222	8.928693	8.641356	8.629011	8.975385	9.44684	9.101123	8.897214	8.854244
"RAI1"	5.609966	5.756623	5.721199	5.820715	5.843419	5.834086	5.990522	5.868052	5.697078	5.908385
"SLC35F3"	5.560592	5.6319	5.607783	5.527397	5.851311	5.511372	5.758642	5.743166	5.615182	5.619107
"ALPI"	5.731503	5.742928	5.683417	5.608145	5.606954	5.835357	5.518098	5.812302	5.727848	5.801868
"ARPC2"	11.476342	11.646543	11.496416	11.2914	11.128693	11.515216	11.250552	11.180202	11.501753	11.368315
"SIVA1"	8.352408	8.289665	7.850531	7.999677	8.462113	7.747268	8.171858	8.428461	7.669794	8.10293
"CRYBG3"	6.295168	6.158	6.291449	6.240277	6.372965	6.148334	6.055296	6.280724	6.205813	5.909744
"SF3B6"	6.434978	6.236665	6.185107	6.034732	6.257322	6.198565	6.387087	6.112567	6.188617	6.222122
"PCBD2"	8.550654	8.871196	8.373846	8.16549	8.493556	9.18705	9.04981	8.903542	8.665722	8.868979
"IGSF8"	5.734816	5.411404	5.663465	5.732009	5.546648	5.921019	5.516241	5.591154	5.64634	5.701165
"GDAP1"	5.728358	5.574884	5.547207	5.667919	5.726683	5.533508	5.640736	5.696595	5.503485	5.509309
"HEBP1"	5.756176	5.565048	5.621671	5.699716	5.782669	5.785564	5.891841	5.847977	5.591445	5.714235
"C16orf74"	5.802726	5.70225	5.708171	5.527492	5.747009	5.940029	5.803192	5.865013	5.802267	5.658093
"UBP1"	5.769268	5.720461	5.768565	5.808171	5.704279	5.614609	5.605884	5.645717	5.81648	5.777499
"PLA2G12B"	6.460762	6.327375	6.102307	6.280078	6.586915	6.672454	7.1745	6.425648	6.535381	6.489988
"ABTB1"	8.044112	8.301004	7.403224	7.621688	7.572791	8.108341	8.453169	7.91472	8.14773	8.197071
"LAMB2"	6.458999	6.514599	6.280246	6.370911	6.234481	6.26662	6.35535	6.542751	6.112468	6.067934
"DYRK3"	5.713305	5.607588	5.688723	5.709639	5.811303	5.621019	5.595367	5.711499	5.702022	5.467709
"RGS10"	6.251484	6.156958	6.303984	6.47539	6.463467	6.514768	6.636866	6.682616	6.472547	6.20989
"MSRB2"	6.715972	6.702952	6.069228	6.210298	6.671288	6.689742	7.191959	6.779867	7.124477	7.125217
"SLC34A2"	7.411516	7.443599	7.228507	7.035368	7.787011	7.612513	8.515271	7.248857	8.539064	8.567956
"DLK2"	5.917022	5.852132	5.811922	5.821104	6.082713	5.902476	6.001781	6.03537	5.972446	5.900663
"LSR"	6.492152	6.655655	6.8889	6.524967	6.833352	6.370511	6.610238	6.875099	6.669355	6.87689
"IHH"	7.022333	7.427162	6.921305	7.145303	7.612513	7.59776	7.406005	7.424522	7.333006	7.209915
"CDH24"	5.768934	5.564423	5.569549	5.452774	5.809933	5.627112	5.700427	5.857534	5.610255	5.573229
"KMT2B"	7.596557	7.431817	7.57643	8.300238	7.901074	7.46752	7.847777	8.14805	7.669195	7.737963
"ASPRV1"	5.914883	5.712683	5.843582	5.878488	5.960198	5.82187	5.765924	5.706457	5.748806	5.780161
"QDPR"	7.435026	7.558406	7.066458	7.025253	7.202819	8.028584	7.900157	7.704466	7.852905	8.005175
"RPS19BP1"	6.638165	6.571811	6.432898	6.4481	6.784603	6.573806	7.103115	6.499585	6.451237	6.83845
"ARL2BP"	5.900229	5.916895	5.83489	5.792086	5.905152	6.00288	5.995986	5.926004	5.945203	5.908726
"CSGALNACT2"	5.859705	5.510299	5.536044	5.873088	5.722519	5.675656	5.607449	5.763473	5.73623	5.336435
"ARFGAP1"	6.434669	6.515867	6.598396	6.57672	6.283822	6.594059	6.725019	6.459267	6.520602	6.471136
"CCND2"	9.744078	9.177927	10.189647	9.956066	9.620941	8.669558	9.243707	9.720273	9.060927	9.295534
"CCNG2"	7.5483	7.255023	7.975842	7.69127	7.703203	7.051286	7.450307	7.162399	7.828427	7.621058
"OTOP2"	5.702418	5.730197	5.594992	5.759407	5.590862	5.761273	5.811502	5.650436	5.653914	5.765232
"DENND5B"	5.899175	5.780371	5.730829	5.899531	6.241844	5.805272	5.821468	6.188675	5.964476	5.965068
"GALNT11"	7.07795	7.344095	6.912014	7.020396	7.297754	7.742771	7.735314	7.224054	7.597087	7.531631
"ODF2L"	5.689464	5.494986	5.547705	5.512803	5.588005	5.409132	5.636988	5.687926	5.4521	5.489638
"PCDHGC4"	5.712728	5.74946	5.723149	5.588657	5.568672	5.540383	5.734853	5.552267	5.632998	5.61795
"TMEM43"	8.612091	8.162914	8.907756	8.963211	8.948687	8.801112	9.291491	8.793425	9.075663	8.732363
"PLA2G2D"	5.771593	5.610355	5.592361	5.348609	5.735641	5.597818	5.699864	5.379213	5.585292	5.789938
"PLSCR3"	5.757755	5.527542	5.479416	5.641483	5.633411	5.702831	5.688554	5.589801	5.724925	5.619092
"STX1A"	6.286215	6.229094	6.054296	6.472547	6.00406	5.882282	6.020467	6.125592	5.772734	5.904571
"TAGAP"	6.602689	6.55245	6.481523	6.569083	6.624661	6.305173	6.529691	6.607096	6.606233	6.684236
"RNF19B"	7.389257	7.324974	7.843382	8.008201	7.654716	7.854876	7.750571	7.243316	7.62958	7.708867
"LRRC28"	7.188698	6.928328	6.637783	6.468959	6.718464	6.960898	7.117627	6.695193	6.613461	6.741675
"CSTB"	11.762323	11.985484	11.936629	12.160803	12.25901	12.217493	12.348145	12.165024	12.010976	12.26261
"MAGEB18"	5.671852	5.392767	5.485381	5.623172	5.616953	5.545903	5.439102	5.720093	5.385127	5.613121
"TAF5L"	6.933702	7.028612	6.649746	6.560281	6.741076	7.216092	7.101601	7.06823	7.031337	7.187208
"CNTROB"	5.699673	5.561206	5.577424	5.549233	5.756079	5.487768	5.600558	5.649557	5.531567	5.408438
"PPIC"	6.214042	6.028272	5.992742	5.877373	5.971597	5.726936	5.682385	5.771311	5.726706	5.723485
"ARRB2"	6.361164	6.060985	6.073986	6.304461	6.410521	6.13675	6.055486	6.267251	5.696343	5.929835
"MAK16"	7.258341	7.130638	7.387167	7.131577	7.433205	7.111594	7.10929	7.156221	7.274293	7.01714
"HELT"	5.666051	5.495664	5.520003	5.78313	5.568878	5.531293	5.421309	5.552731	5.491153	5.53128
"FGF1"	6.675143	7.10539	6.603027	6.636433	6.690202	6.634165	6.744239	7.204347	6.873883	7.070344
"PLSCR1"	9.454873	9.577583	9.739583	9.639367	9.804997	10.141076	9.788261	9.743323	10.154278	9.806901
"UBE3D"	6.658363	6.664382	6.494326	6.16603	5.992203	6.300578	6.642485	6.494769	6.75718	6.490221
"NANOS1"	5.890994	5.634789	5.829727	5.729554	5.84325	5.608719	5.672508	5.742476	5.635886	5.655331
"CBLB"	6.496862	6.678692	6.49455	6.474628	6.41479	6.282806	6.154687	6.529126	6.316919	6.460107
"ANKS3"	6.798744	6.686271	6.676588	6.630543	6.610784	6.676277	6.667481	6.893671	6.629136	6.789623
"LYSMD4"	6.986738	6.928774	7.014291	7.318445	7.062148	7.056342	7.234638	7.094053	7.270448	7.208808
"NTNG2"	5.587274	5.620674	5.655566	5.578558	5.681489	5.493896	5.771	5.783546	5.591828	5.556312
"CBS"	8.306042	8.356747	8.048564	8.190173	8.071384	7.185361	8.190533	8.718572	7.706683	7.757687
"LIG4"	5.498913	6.173759	6.095865	5.847071	5.692166	6.056389	5.996261	5.498142	6.018559	5.737423
"TSC22D3"	7.425933	7.405934	7.583473	7.692087	8.191443	7.572976	8.026162	7.685804	7.727856	7.861431
"PLCXD3"	5.721725	5.796624	5.664519	5.656951	5.546297	5.589771	5.740995	5.603405	5.680006	5.525327
"CNTD1"	5.685942	5.634224	5.668867	5.738397	5.765204	5.535247	5.671223	5.70998	5.644324	5.644216
"ATMIN"	7.363887	7.509764	7.430241	7.691966	7.587181	7.609205	7.61282	7.616794	7.483014	7.69931
"SRP72"	7.494087	7.336338	7.394733	7.266539	7.386723	7.010493	7.253647	6.964332	7.185361	6.959836
"NCAPD3"	7.74958	7.702944	7.573739	7.893213	7.488072	7.392619	7.056664	7.499591	7.617602	7.479424
"NR4A1"	5.694245	5.578674	5.499047	5.481005	5.571222	5.342211	5.577394	5.634559	5.585012	5.421736
"MCTP1"	5.688324	5.318465	5.530876	5.500285	5.715435	5.564292	5.513624	5.466488	5.39323	5.381398
"HES3"	5.583136	5.566017	5.509944	5.530846	5.687668	5.574226	5.384782	5.726858	5.557569	5.464526
"FAM210B"	7.489285	7.525325	7.186109	7.77854	7.821383	8.126192	8.078777	7.883277	7.722082	7.959489
"TUBB4B"	11.221563	11.271611	11.40234	11.445296	11.492634	11.812313	11.467316	10.864043	11.15757	11.239539
"PLD3"	6.726856	6.671339	6.645508	6.915681	6.83264	7.061334	7.098805	6.717601	6.802938	6.866736
"C2orf80"	5.790688	5.533639	5.635705	6.040325	5.849114	5.777585	5.817235	5.868406	5.748303	5.735158
"CRYBB1"	5.647418	5.665996	5.615627	5.54595	5.658523	5.58941	5.594974	5.549023	5.567701	5.596849
"CLEC4F"	5.819409	5.423963	5.52964	5.515393	5.738621	5.486875	5.602929	5.664379	5.463446	5.404582
"ABCC5"	6.05016	5.99513	5.810115	5.978615	5.728176	5.941207	5.945576	6.026811	5.955895	6.053613
"CRYGS"	5.746085	5.618309	5.451723	5.479228	5.818238	5.777349	5.58406	5.731979	5.416067	5.563725
"CH25H"	5.559151	5.362664	5.57136	5.561108	5.56604	5.600011	5.627744	5.64386	5.44508	5.466201
"SOX6"	5.625974	5.718419	5.635844	5.764912	5.865727	5.657262	5.655176	5.773302	5.640792	5.542243
"PHC3"	5.500855	5.404835	5.587777	5.551087	5.596402	5.342139	5.509385	5.549038	5.490413	5.545223
"PPM1E"	5.676363	5.594476	5.674765	5.680706	5.746304	5.573193	5.603144	5.638835	5.527968	5.559992
"PIM1"	5.649157	5.775134	5.719509	5.907041	5.713147	5.985027	5.82112	5.657934	5.736697	5.765221
"ARHGAP44"	6.249322	6.062524	5.63403	6.270863	5.746061	6.115653	6.243734	6.338815	5.877574	5.799628
"ADK"	11.314701	11.43131	10.664073	10.854998	11.029114	11.616461	10.800151	11.010602	11.485752	11.161374
"EBNA1BP2"	7.163421	6.995662	7.21967	6.870465	6.873358	7.360671	6.871493	7.034949	7.175526	6.985285
"NXNL2"	5.782434	5.726135	5.717626	5.800655	5.599839	5.720435	5.585466	5.583656	5.767907	5.672167
"OBFC1"	6.668896	6.498093	6.118844	6.279309	6.282201	6.287002	6.722768	6.487752	6.535699	6.404738
"RILPL1"	5.704078	5.649898	5.773822	5.804345	5.634803	5.745172	5.623838	5.670452	5.619307	5.636553
"SLC22A18"	8.02748	8.098986	8.199309	8.346044	8.024551	8.448918	8.226085	7.979118	8.289157	8.160439
"HOXD10"	7.366411	7.005073	7.305155	7.107076	7.801202	6.739116	6.940855	8.053774	6.917192	6.783574
"NDUFV1"	12.541582	12.650981	12.206649	12.326989	12.326989	12.451962	12.76416	12.398661	12.565377	12.465635
"SLC35A1"	8.413667	8.219081	8.367644	7.98242	8.499997	8.091245	7.549519	8.148855	8.515271	8.000444
"GTF2A2"	5.684869	5.723596	5.759838	5.797588	5.610022	5.804085	5.930226	5.828247	5.912117	5.811961
"CYP2F1"	9.067258	9.180583	7.666095	8.922225	10.02856	9.138813	9.47078	9.110063	9.519785	9.668196
"FCHO1"	7.261391	7.337053	6.852447	7.210235	7.158333	6.99997	6.734211	6.657629	6.393951	7.017597
"MYH15"	8.434873	8.536561	8.361322	8.606379	8.21636	8.510955	7.966236	8.452685	8.33911	8.471218
"RPGR"	5.847642	5.824452	5.855551	5.97352	6.007063	5.839152	5.644264	5.970389	5.829768	5.844714
"IPO4"	6.961647	6.969081	7.067114	7.04852	6.842113	6.658704	6.628947	6.972273	6.533142	6.843445
"TMEM125"	8.33911	7.928468	8.054513	7.821735	7.587751	8.026279	8.774099	7.794462	8.256724	8.523541
"SPTLC1"	9.371918	8.994489	9.35842	9.388708	9.081001	9.673608	9.530912	9.481464	9.366504	9.472652
"KCTD11"	5.588802	5.69524	5.56547	5.546948	5.600251	5.629438	5.665981	5.624795	5.614691	5.762141
"CMC2"	6.398982	6.329781	6.390571	6.246801	6.426338	6.524455	6.530717	6.259275	6.514586	6.352849
"OR51I2"	5.82971	5.678108	5.552165	5.640297	5.766859	5.787943	5.861129	5.819728	5.607737	5.518358
"C1orf131"	5.855332	5.800598	5.844193	5.757982	5.937285	5.931128	5.892181	5.831021	5.999596	5.890443
"STK10"	5.758813	5.777615	5.69997	5.93844	6.144329	6.005566	5.935024	5.769847	5.953565	5.796893
"H2AFV"	8.005175	8.634768	8.230274	7.925034	8.232595	8.730653	8.491415	8.459339	8.478345	8.824508
"AGRP"	5.622243	5.555774	5.618394	5.52945	5.509745	5.629715	5.614109	5.596759	5.657199	5.764725
"TMEM231"	5.95387	6.026101	5.938676	5.784786	5.917107	5.796198	5.807786	5.869504	5.816524	5.975647
"ATP4B"	5.691706	5.594032	5.38307	5.531626	5.543498	5.384225	5.584631	5.646904	5.477556	5.382501
"TRA2B"	6.295463	6.636935	6.835537	6.433961	6.829404	6.690292	6.302164	6.70005	6.669022	6.44455
"PNPT1"	5.699637	5.452616	5.582276	5.56671	5.580496	5.46556	5.385693	5.532862	5.461349	5.404378
"PLXNA3"	5.638951	5.473998	5.757755	5.572809	5.757084	5.636818	5.624557	5.894625	5.458083	5.567834
"STAC2"	5.69905	5.54894	5.568502	5.674757	6.080459	5.328039	5.637431	5.574794	5.505317	5.488728
"GBAS"	8.515979	8.527774	8.297423	8.352863	8.230723	8.203756	8.585685	8.699605	8.901429	8.695503
"DVL3"	5.901168	5.400368	5.627878	5.684991	5.604698	5.498441	5.78962	5.594388	5.672167	5.640556
"ZNF593"	5.752896	5.998391	5.785081	5.73656	5.763377	5.820031	5.868449	5.656721	5.751084	5.633246
"DLD"	8.808067	8.489584	8.983115	8.880007	8.638464	8.345531	7.742771	8.537123	8.61892	8.231563
"C1orf172"	6.287146	6.325669	6.335589	6.44217	6.432085	6.646753	6.754027	6.444406	6.446219	6.305379
"TDRKH"	5.693973	5.670649	5.65161	5.700576	5.922392	5.688465	5.537049	5.767827	5.613321	5.583961
"LRP12"	7.732224	7.851666	7.353348	7.653613	7.596808	7.68355	7.347421	7.169463	7.411559	7.440485
"LUC7L"	6.918678	7.051485	7.225682	7.334272	7.098488	7.151215	6.809693	7.239642	7.306026	7.364617
"EEF1E1"	8.126192	7.905771	8.108078	7.52913	7.97828	7.580233	8.018819	7.766744	8.046241	7.951011
"MPHOSPH6"	7.736205	7.82043	8.08947	7.944658	7.8361	8.279526	7.831128	8.114803	8.327633	8.15106
"SLC25A18"	5.755879	5.669852	5.632468	5.752517	5.77396	5.733331	5.789168	5.843335	5.694152	5.656057
"GPR162"	5.669005	5.571522	5.526626	5.524626	5.630919	5.552967	5.560301	5.593539	5.54642	5.55568
"CUL4A"	6.462193	6.362509	6.345987	6.270005	6.236842	6.475145	6.369694	6.406208	6.389027	6.416155
"FAM171A2"	5.711385	5.756722	5.879293	5.613595	5.520476	5.753497	6.258347	5.751024	5.859739	5.802823
"SNIP1"	7.472332	7.366364	7.487434	7.613864	7.890695	7.775715	7.987593	7.517096	7.629906	7.739726
"HSPA4"	6.615041	6.614918	6.727361	6.440796	6.454697	6.409957	6.421886	6.438389	6.518859	6.535037
"RELN"	5.763473	5.611698	5.563632	5.732115	5.649105	5.582577	5.522187	5.464057	5.45563	5.473854
"CCDC135"	6.141567	6.190326	6.316966	6.672848	6.206969	6.226879	6.358623	6.179099	6.525641	6.373475
"B4GALT4"	7.417633	7.224611	7.216092	6.918829	7.012582	6.742134	7.409358	6.724021	6.935247	6.859989
"SMARCD1"	5.639837	5.623877	5.677708	5.657937	5.766017	5.702121	5.540211	5.632646	5.690638	5.727153
"LARP4B"	6.295814	6.205534	6.252911	6.412801	6.540176	6.308189	6.398583	6.543716	6.212268	6.306766
"THEM6"	5.977945	5.983446	5.922095	6.044285	6.026741	6.169616	6.151925	6.223257	5.934082	5.937048
"HPRT1"	9.25119	9.125607	9.268557	9.049369	9.274542	9.280236	8.980273	9.319498	9.897565	9.256787
"MMP3"	5.777192	5.598491	5.672274	5.69401	5.829437	5.598277	5.569526	5.772483	5.659531	5.653404
"KIAA1731"	5.75685	5.602877	5.44124	5.579368	5.672508	5.602754	5.74028	5.438534	5.482628	5.648912
"CC2D2A"	7.578887	7.356168	7.524758	7.412773	7.343064	7.150679	6.934217	7.732369	7.408132	7.537712
"MDFIC"	5.884188	5.887873	5.871783	5.846523	6.019145	5.659453	6.089068	6.026544	5.837643	5.728108
"DPH3"	7.979248	7.921738	7.862077	7.54881	7.740131	8.019975	8.201062	7.831386	7.731336	7.921776
"FAM160B1"	8.275862	7.942352	7.555863	7.708867	7.936881	7.870872	7.109549	8.003967	7.644917	7.625407
"SPRYD7"	6.590335	6.687009	6.64453	6.65082	6.651513	6.948517	6.783259	6.413723	6.762957	6.577948
"ACAA2"	8.82412	9.192193	8.250866	8.070877	8.365586	9.724451	9.328088	8.682927	9.286323	9.041364
"HIST1H2AD"	6.39143	6.073502	6.24563	6.250311	5.957325	5.694733	6.002434	6.09971	5.765571	5.907509
"NGLY1"	5.504034	5.595173	5.540332	5.684205	5.667673	5.537716	5.861343	5.553013	5.734176	5.689669
"UBE2T"	6.616608	6.246817	6.317106	5.942639	6.047252	5.880668	5.780719	5.986625	5.893191	6.021209
"DCP2"	5.90885	6.047581	5.960486	6.372336	6.661228	6.230681	5.703816	5.869806	5.838821	5.820242
"KRT13"	5.672367	5.603832	5.975249	5.816414	5.38919	5.441863	5.542761	5.51424	5.313617	5.499467
"DSCR3"	6.007009	6.036911	6.112271	5.965808	6.336277	6.249393	6.268038	5.907094	6.19209	6.156749
"HSPA13"	5.637196	5.594793	5.802823	5.815681	5.53495	5.643368	6.21501	5.635792	5.776533	5.711264
"ADAT2"	7.930051	7.800921	7.766432	7.758478	7.536434	7.328422	7.794804	7.583218	7.375891	7.59776
"RALGPS2"	6.841806	6.902015	7.026476	6.988206	6.97353	7.172381	6.768112	6.909068	7.03463	7.105064
"DAPK3"	6.718807	6.59917	6.234627	6.518091	6.610022	7.028407	7.510451	6.851794	7.106838	6.568892
"PREX1"	6.435078	6.192107	6.33962	6.053631	6.183245	6.343877	6.857274	6.214668	6.035281	6.013366
"ATP5L"	12.420386	12.165255	12.410078	12.300479	12.514139	12.705349	12.611551	12.496791	12.342719	12.500957
"HIPK2"	6.522681	6.433516	6.352459	6.714592	6.183132	6.665041	6.607386	6.692419	6.258347	6.380345
"NIPA1"	6.439453	6.446114	6.227881	6.150653	6.625337	6.686281	6.26938	6.528879	6.551357	6.383573
"ACER1"	8.062835	8.034005	7.793469	7.826316	7.898598	8.204653	8.321839	8.07079	8.113052	8.138903
"SLC39A5"	7.633809	7.619295	7.058038	7.240005	7.461272	7.764901	8.238697	7.584556	7.822817	7.825764
"PCDHGA8"	5.696263	5.594489	5.583071	5.522979	5.686886	5.529752	5.495838	5.753571	5.556965	5.597946
"NTRK2"	5.782947	5.760131	5.672633	5.625017	5.712299	5.602558	5.699331	5.522414	5.601912	5.593171
"TACC1"	5.58043	5.717152	5.774394	5.742315	5.655074	5.841786	5.760438	5.703434	5.632169	5.712988
"SLC7A10"	5.625448	5.585249	5.587714	5.688943	5.717169	5.549095	5.571473	5.666694	5.633114	5.536044
"METTL21A"	6.344361	5.938733	5.942395	5.673662	6.131077	5.751264	6.021536	5.971615	5.942949	6.134465
"SNX30"	7.264891	7.356468	6.818599	7.159656	7.312258	6.957647	7.277679	7.041732	6.787131	7.001872
"CLEC4D"	5.689186	5.570823	5.390256	5.593592	5.689761	5.691476	5.53986	5.454626	5.504468	5.597884
"DYRK1B"	6.462334	6.384423	6.173617	6.368241	6.391465	6.466536	6.590111	6.427957	6.533346	6.494061
"C19orf44"	7.349297	7.508768	6.959836	6.78481	7.091818	6.849182	7.583941	7.179423	7.040211	7.228507
"SPG21"	7.886109	8.136775	7.956295	8.000444	8.286732	8.638464	8.715692	8.079913	8.400344	8.476313
"C7orf62"	5.57565	5.519331	5.559529	5.517796	5.588221	5.560157	5.512877	5.549475	5.5148	5.495322
"OLA1"	6.887075	6.945604	6.874048	6.878342	6.989064	7.304926	6.761167	6.956095	7.093838	6.89094
"GSTM3"	9.350543	9.450976	9.043007	8.707994	9.469979	8.490446	8.945822	8.905351	9.01149	8.687643
"BLCAP"	8.562773	8.60974	8.635091	8.836642	9.086297	8.66402	9.003819	8.938037	9.224693	9.25073
"REG3A"	13.109117	11.874124	10.06741	11.759237	11.281385	8.575902	9.763012	9.474507	9.507259	9.099018
"LIMD2"	5.958128	5.722851	5.797199	5.883332	5.956717	5.795324	5.839874	5.806696	5.919667	5.789739
"SEC31A"	7.590404	7.667985	7.600118	7.757687	7.355313	7.868882	8.011796	7.721661	7.772813	7.860152
"PUS1"	6.606873	6.582582	6.680002	6.455871	6.436148	6.557937	6.867035	6.676722	6.551542	6.753252
"PCTP"	5.586866	5.788137	5.729176	5.702609	5.416214	5.791129	5.91319	5.865382	5.714537	5.759328
"TPP1"	7.390791	7.414989	6.995494	7.157592	7.230522	7.19602	6.84073	6.863078	6.764662	7.17838
"SMIM3"	5.997844	5.514699	5.651717	5.796369	5.626699	5.320152	5.645458	5.444368	5.381739	5.417239
"RBM42"	9.08693	8.940055	8.899719	9.234238	9.224522	9.289882	9.603224	9.287315	9.143677	9.089184
"BLM"	6.198565	6.007913	6.240169	6.246097	6.102395	5.679413	5.742891	6.196542	5.775557	5.860689
"EHHADH"	7.148363	7.546189	6.861914	6.848991	7.138814	7.040488	7.175946	6.909671	7.266277	7.221938
"ENKD1"	6.100531	5.826405	5.653806	5.899746	5.829914	5.545049	5.638352	5.665561	5.518252	5.457274
"CISD1"	9.028528	9.231683	8.515618	8.370458	8.662311	9.000464	9.387313	8.168924	8.994059	9.017025
"SCARA3"	5.687644	5.621188	5.43586	5.57872	6.071091	5.44765	5.789462	5.924747	5.315362	5.497582
"HSPB1"	5.52549	5.779449	5.651149	5.68043	5.543753	5.848988	5.78222	5.621386	5.589479	5.823328
"P2RX6"	5.415786	5.572656	5.667061	5.582064	5.607151	5.517401	5.739175	5.487255	5.742882	5.569028
"ZNF646"	5.634411	5.582027	5.775039	5.805243	5.745501	5.707123	5.944671	5.75019	5.692388	5.84194
"IL12A"	6.019404	5.615356	5.847028	5.926592	6.735221	5.640674	5.714212	5.90885	5.654815	5.858306
"CDH26"	5.682324	5.787831	5.777892	5.773044	5.940815	5.845616	6.003798	6.056205	5.974484	6.065177
"SUSD3"	5.771145	5.5297	5.616773	5.617494	5.812817	5.608195	5.632267	5.844783	5.556827	5.587639
"EVC"	5.756741	5.4663	5.503363	5.6462	5.656466	5.727634	5.731237	5.770981	5.476582	5.536884
"TJP1"	7.863387	7.794804	8.106761	7.694494	7.642581	7.474168	7.429939	7.584473	7.815018	7.682907
"COL9A1"	5.639659	5.643374	5.578654	5.728058	5.531811	5.759652	5.687289	5.588602	5.685135	5.612338
"FOXD1"	5.586979	5.435712	5.619121	5.476776	5.631369	5.42743	5.360881	5.543534	5.560381	5.39416
"CRLF3"	7.131223	6.952635	7.235334	7.188067	7.358854	7.420406	7.347771	7.053715	7.218884	7.294635
"RASL11B"	6.337015	6.488179	5.978025	6.193023	5.905457	6.236532	6.607762	6.208028	6.162957	6.250031
"SCAMP1"	11.794949	11.851511	11.708807	11.474277	11.791555	11.437582	10.596262	11.684127	11.783024	11.772014
"BRK1"	10.70787	10.830848	10.627328	10.511602	10.786022	10.764956	11.287342	10.846834	10.921057	10.979909
"KCNA4"	5.776113	5.602863	5.58825	5.39094	5.740446	5.523544	5.574415	5.773418	5.622827	5.506247
"RS1"	6.009351	5.695776	5.643272	5.594032	5.776673	5.523385	5.778557	5.816348	5.718546	5.723754
"TBX22"	5.589735	5.587337	5.639111	5.523782	5.617947	5.581032	5.475809	5.596747	5.62367	5.702323
"PPOX"	6.349788	6.310878	6.091822	6.374539	6.379356	6.362122	6.536401	6.322192	6.202605	6.317797
"STRN"	6.040325	6.040025	5.748562	5.747507	5.869332	6.231262	6.091185	6.009688	5.869759	5.979629
"SPATA9"	5.811581	5.79305	5.650263	5.66239	5.388041	5.656641	5.808068	5.698439	5.710115	5.66146
"MAD2L2"	6.04978	6.321427	6.513727	6.277681	6.304615	6.477393	6.67069	6.082254	6.714957	6.584291
"SEC14L2"	5.884388	5.956377	5.832177	5.601089	5.835188	5.594957	5.725244	5.508136	5.550012	5.635277
"EBP"	10.117617	10.030163	10.2394	10.083994	10.371722	10.256772	10.488503	10.363384	10.524912	10.716063
"CAPN8"	5.673586	5.906937	5.854126	5.906588	5.606221	5.971445	5.816205	5.849262	5.979609	5.894212
"SIRT5"	6.476708	6.562397	6.314321	6.422054	6.688175	6.840719	6.866592	6.643276	6.796954	6.775612
