"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"UBL4A"	14.143913	14.322975	13.820352	14.166719	13.910238	14.273271	14.263557	13.820352	14.021758	14.010739
"IFFO2"	6.108568	5.924012	6.116565	6.072814	6.03817	6.057445	5.807553	6.263382	6.263101	6.179059
"CACHD1"	7.04411	6.972611	6.465098	6.668357	6.817585	6.76944	6.982023	7.128664	6.91869	6.800122
"SOD3"	5.952216	5.917606	5.813728	5.906468	5.541079	5.858617	5.867103	5.67288	5.772555	5.959448
"RIPK2"	5.816169	5.707049	5.781293	5.8025	5.872239	5.764936	5.6344	5.717825	5.79551	5.730086
"ERLIN2"	7.422643	7.448212	7.324973	7.354986	7.361484	7.619122	7.820937	7.500325	7.801364	7.722217
"ATL3"	6.320534	6.226573	6.450881	6.198813	6.233636	6.339294	6.573376	6.331477	6.394987	6.409397
"PSMD6"	6.759925	6.523739	6.672435	6.437369	6.543741	6.540843	6.57593	6.457012	6.599762	6.395782
"TANGO6"	5.87271	5.805813	5.582636	5.781601	5.696206	5.550402	5.67842	5.705152	5.555786	5.687668
"NOTCH1"	7.109549	7.117627	7.399773	6.903814	6.604858	6.421159	7.189337	6.674941	6.606865	6.832318
"PDC"	5.531124	5.531837	5.56195	5.596676	5.588799	5.627833	5.58586	5.671686	5.50845	5.663778
"MSH5"	5.825399	5.602522	5.611296	5.683758	5.635851	5.608123	5.606023	5.721892	5.589381	5.593352
"ARL6IP5"	8.540713	8.662953	8.45985	8.357801	8.564048	8.629437	9.206636	8.443417	8.780974	8.686965
"DLX5"	5.512135	5.525885	5.50757	5.750396	5.668176	5.536224	5.592934	5.514935	5.513576	5.663086
"MITF"	5.838116	5.688676	5.565431	5.56949	5.596975	5.397143	5.565675	5.795149	5.592685	5.580758
"UBAC1"	8.024577	7.745831	8.015283	8.157286	8.078706	7.764974	8.574859	7.936432	8.302503	8.112498
"CDK11A"	8.253144	8.411341	7.988432	8.292765	7.971981	8.305596	8.262671	8.321236	8.371358	8.378524
"PCDHGB4"	6.35334	6.135199	6.074189	6.307685	6.38758	6.007172	6.38881	6.129995	6.009688	6.114204
"DBT"	6.392037	6.47797	6.464594	6.493889	6.424421	6.266782	6.204677	6.547967	6.625426	6.435033
"UCK2"	7.396438	7.294936	7.561683	7.273552	7.21018	7.005336	7.698403	7.408421	7.366648	7.365732
"DHX34"	6.505773	6.628565	6.09263	6.395912	5.821151	6.390075	6.904767	6.235913	6.535923	6.402269
"SETD4"	6.085892	6.091557	5.899329	5.961118	5.783673	6.129158	6.179664	5.927103	6.141132	6.027795
"KCNC4"	5.761793	5.616049	5.592829	5.625959	5.748025	5.619144	5.651951	5.783379	5.569813	5.703093
"ZNF398"	5.741647	5.736611	5.747604	5.709824	5.765139	5.712261	5.850755	5.769308	5.755622	5.812711
"PPP6C"	9.5135	9.50854	9.77277	9.861124	10.001114	9.664642	9.818734	9.821921	10.134536	9.886151
"BARD1"	5.694332	5.552206	5.674168	5.650585	5.611892	5.654218	5.43744	5.726251	5.587801	5.722553
"ABCF2"	7.933639	7.773037	8.016841	7.750829	7.695786	7.791005	8.392894	7.675351	7.801728	7.796484
"OLFM3"	5.676503	5.740036	5.630212	5.771714	5.717852	5.634216	5.695001	5.596628	5.702324	5.731291
"TGFBR2"	6.466129	6.50998	6.292582	6.262037	6.608998	6.465279	6.245357	6.479552	6.459087	6.532339
"C11orf58"	5.524674	5.635705	5.616641	5.475667	5.742579	5.743042	5.543711	5.720156	5.580363	5.655383
"TMEM184A"	7.86243	7.732119	7.662964	7.707062	7.634878	7.836009	8.059371	7.699559	7.73731	7.759837
"NMRK1"	5.848347	5.897576	5.966803	5.930811	5.96043	5.892113	5.666273	5.82343	5.873278	5.848083
"AOC2"	5.854717	5.693954	5.688047	5.848187	5.858301	5.773847	5.736545	5.83961	5.632813	5.677367
"IGFL3"	5.790817	5.602187	5.991681	6.33219	6.039038	5.763735	5.586228	5.815924	5.864169	5.79342
"PLEKHG5"	6.016636	6.118513	6.12031	6.204502	6.176581	6.154269	6.042374	6.355157	6.185853	6.384125
"FAM46A"	7.722697	8.158932	8.818127	8.684053	8.798693	8.242097	7.721217	8.138104	8.374765	8.111874
"TRMT11"	5.668246	5.436813	5.591682	5.633701	5.537029	5.512113	5.570461	5.480702	5.54429	5.549216
"CCDC73"	5.613375	5.637571	5.574132	5.537516	5.557362	5.488816	5.650717	5.526008	5.677524	5.577806
"ADRA2A"	10.44552	10.529368	9.886872	10.02856	9.828738	10.585729	10.789193	9.942437	10.176372	10.541454
"SCN4B"	5.537005	5.60766	5.6787	5.80323	5.479056	5.632674	5.570937	5.633119	5.524113	5.500823
"SLCO1C1"	5.531302	5.612481	5.561814	5.485099	5.555045	5.478584	5.555833	5.559737	5.450847	5.472058
"FAM76A"	7.316028	7.292267	7.367195	7.469187	7.393434	7.399139	7.650675	7.597912	7.748235	7.37136
"SOHLH1"	5.624538	5.773253	5.659073	5.60721	5.633416	5.641614	5.889841	5.652063	5.612833	5.579776
"NKAIN4"	5.531504	5.639859	5.683827	5.619897	5.59494	5.64525	5.749888	5.665658	5.624327	5.638169
"SLC5A9"	6.610263	6.284052	6.341845	6.52834	6.005961	6.225188	6.527257	6.180007	6.094349	6.159582
"EFR3B"	5.553902	5.874632	5.788891	5.873817	5.682502	5.734322	6.169077	5.687185	5.914997	5.783159
"NDUFB6"	9.597694	9.664355	9.79651	9.523025	9.551418	9.921067	10.045166	9.513289	9.641315	9.556717
"EPB41L3"	7.229022	7.471683	7.272549	7.255372	7.328496	7.502951	7.52852	7.275078	7.721578	7.615412
"SCAMP5"	7.976414	8.081621	7.94882	7.950737	7.976795	8.137622	8.474855	7.963631	8.085313	8.111052
"CLDN12"	9.112573	9.387313	9.27132	9.208938	9.647136	9.081001	8.813201	9.374301	9.484245	9.638226
"GGA3"	6.213888	6.162352	6.262959	6.505286	6.446329	6.099451	6.316321	6.554532	6.196039	6.30348
"TXNDC2"	5.6608	5.486516	5.546283	5.709617	5.647219	5.537461	5.710418	5.612298	5.637793	5.533244
"CAMKK1"	5.430124	5.650436	5.714908	5.642509	5.699433	5.648761	5.799161	5.654585	5.580769	5.504411
"SPACA7"	5.683468	5.623939	5.734429	5.584128	5.593011	5.54284	5.971916	5.570489	5.658286	5.781404
"IMMP2L"	7.876799	8.479442	7.46367	7.650249	8.167102	8.478345	8.857017	8.087222	8.10293	8.200961
"SNRPB2"	5.807478	5.662247	5.393345	5.729474	5.659253	5.633775	5.806376	5.720176	5.913693	5.73281
"ACP6"	8.790673	9.197916	8.589415	8.595342	9.007179	8.893338	9.30662	9.160427	9.222558	9.2395
"SCN10A"	5.485039	5.578435	5.538939	5.57033	5.614162	5.613032	5.383332	5.486275	5.555048	5.580604
"JMJD6"	9.289912	9.067258	9.492429	9.248216	9.091185	9.547099	9.258059	8.860686	9.087662	9.342142
"SUCO"	6.071996	6.103359	6.39413	6.136921	6.27027	6.081471	5.592149	6.286191	6.162023	6.040449
"ACTN4"	9.244228	9.11028	9.624653	9.554134	9.313738	9.384904	9.425821	9.091277	9.608276	9.154426
"HIST1H2BI"	9.38253	9.337938	8.803713	8.798635	9.01124	9.089866	9.180313	8.783602	8.957665	8.996823
"POLR2A"	5.866641	5.453902	5.57927	5.676963	5.795553	5.530738	5.429706	5.725466	5.532909	5.658339
"DUSP2"	5.911365	5.732657	5.821532	5.919462	6.06613	5.786382	5.766161	5.948611	5.725684	5.83878
"ANO9"	10.341651	10.155787	10.366597	10.476513	9.906471	9.481464	10.034403	9.788515	9.896494	9.967099
"KCNJ9"	5.511209	5.703924	5.525186	5.484549	5.661691	5.433713	5.46149	5.409681	5.389798	5.514644
"PTK6"	7.407748	6.572934	7.553079	7.515045	7.361584	6.856335	7.197133	6.889633	6.953272	7.027054
"EXOSC10"	6.845107	6.669825	6.646388	6.624903	6.712948	6.536367	6.907933	6.771185	6.608236	6.68164
"FPR2"	5.612155	5.406294	5.771236	5.812386	5.637467	6.303041	6.001999	5.859889	5.360792	5.56591
"PSMB9"	6.717755	6.547306	8.499997	7.510451	6.820599	6.786653	6.997424	6.436259	6.818599	6.668278
"ATP9B"	7.225288	7.198791	7.010768	7.190416	6.926967	7.003451	7.401008	7.316158	7.055717	7.196881
"PARVA"	9.135912	9.135196	9.149391	9.659354	9.540909	9.250115	9.553375	9.49795	9.493601	9.708062
"RAB3IL1"	5.654879	5.599777	5.581191	5.462759	5.71419	5.418452	5.676167	5.58047	5.645352	5.553649
"WDR48"	5.908384	5.844723	5.75521	5.781236	5.847716	5.55904	5.860325	5.730971	5.732979	5.755326
"MARCH8"	7.893602	7.639326	7.502064	7.789644	7.766155	7.688185	7.743075	7.827792	7.781123	8.096237
"SRF"	6.98987	6.920751	7.104891	7.166417	6.910889	7.079843	6.961415	7.038062	6.955285	6.975769
"SLC5A2"	5.755072	5.582441	5.553793	5.652302	5.659079	5.703501	5.649824	5.569162	5.627376	5.760468
"SLC35E2B"	6.580086	6.851531	6.925412	6.679233	6.607889	6.801271	6.726655	6.526568	6.687246	6.675255
"TRPC7"	5.665828	5.772838	5.632495	5.826134	5.648677	5.643384	5.767617	5.689598	5.717398	5.514595
"DDA1"	8.236006	8.346726	8.285886	8.261558	8.220832	8.510642	8.713057	8.156992	8.262226	8.473026
"MARCH6"	7.666711	7.815049	7.628123	7.702979	7.389817	8.056812	7.534229	7.450688	7.710981	7.63943
"MYPOP"	5.950302	5.686029	5.416483	5.86693	5.581931	5.554618	5.636155	5.811621	5.772942	5.574736
"RBM10"	5.988148	5.937426	5.974769	6.030499	5.946893	6.005904	6.036235	5.792691	6.006066	5.996015
"WDR38"	5.649262	5.75	5.712904	5.679104	5.482051	5.698315	5.773743	5.728544	5.752092	5.75944
"BAHCC1"	7.1504	7.424522	6.933702	7.450624	7.174734	7.568998	7.411273	7.753627	7.503276	7.66348
"PRLR"	6.358968	6.489473	6.042724	6.103333	5.976661	6.323077	6.211108	6.359678	6.329834	6.321703
"C11orf35"	7.711049	7.870156	7.672297	7.645249	7.271492	7.469441	7.494876	7.853526	7.703523	7.909283
"CRAMP1L"	7.070682	7.058438	7.08683	7.125968	7.000966	7.20478	6.934793	7.239844	7.218799	7.100926
"ITGB2"	5.94331	5.783814	5.68632	5.878528	6.044803	5.610952	5.905963	6.056389	5.668568	5.709883
"EGFLAM"	5.664222	5.442054	5.632118	5.503495	5.661581	5.550407	5.627815	5.648372	5.469791	5.517541
"CDKL2"	6.092224	6.118274	6.368409	6.304625	6.22716	6.276061	5.770942	6.316426	6.320855	6.338352
"MINK1"	5.773512	5.696143	5.726899	5.75383	5.84582	5.804198	5.691631	5.799895	5.6598	5.724785
"SGTA"	6.129791	6.355753	6.235913	6.387166	6.053631	6.550484	6.254878	6.280629	6.358867	6.200175
"SPCS3"	7.631552	7.564699	8.431111	7.844109	7.922663	7.690174	7.152802	7.789828	7.782631	7.578478
"HOOK3"	5.617659	5.537917	5.607705	5.61069	5.594904	5.508614	5.687494	5.600795	5.473309	5.467026
"WAPAL"	6.442903	6.496799	7.061777	6.936494	7.040981	6.829682	6.210846	6.676181	6.85465	6.545018
"CDC37L1"	6.620849	6.571336	6.786119	6.598724	6.821821	6.64681	6.490092	6.669704	6.775566	6.665233
"ARHGEF25"	5.709805	5.67211	5.72392	5.705489	5.756318	5.783451	5.775482	5.729389	5.709446	5.756171
"CAMKMT"	6.164532	6.220936	6.098686	6.05779	6.111709	6.169471	6.179531	6.059387	6.214528	6.09971
"DOK1"	5.871613	5.956853	5.787207	5.878174	5.874436	6.093414	6.070529	5.863628	6.078775	5.823528
"AKAP8L"	8.694333	8.570631	8.109249	8.338383	8.247441	8.090178	8.666184	8.816217	8.817721	8.757112
"ADAL"	6.117346	6.342303	6.386972	6.235246	6.190028	6.465048	6.340256	6.102462	6.456325	6.469658
"PRIMPOL"	7.223292	7.26095	7.036584	7.328659	7.002089	6.879661	6.410376	7.185305	7.107785	7.167267
"FBF1"	5.779687	5.766494	5.867966	5.890842	5.782616	5.795225	5.833048	5.767421	5.596177	5.634649
"RAB6A"	6.843955	6.771821	6.921834	6.961261	7.04322	6.964447	6.703883	6.851475	6.815536	6.755242
"H2AFY"	9.601268	9.527872	9.036695	8.887535	9.331573	9.285777	9.378841	9.433597	8.691754	8.863896
"WDR45B"	6.531421	6.435098	6.422687	6.433407	6.56048	6.65287	6.521756	6.579151	6.533176	6.544298
"CNPY2"	8.91937	8.985719	8.780406	8.448522	8.849934	8.574087	9.106953	8.774443	8.856636	8.908182
"CPA4"	5.869283	5.582794	5.663143	5.676617	5.744153	5.798909	5.99312	5.659351	5.706457	5.702714
"SRFBP1"	6.30143	6.355715	6.590811	6.319096	6.402659	6.176798	6.200768	6.090962	6.402967	6.318708
"POF1B"	9.98543	10.332195	10.483369	10.397336	10.08319	9.247125	8.388703	9.363033	9.741684	8.963835
"PFAS"	6.777343	6.652026	6.709809	6.584385	6.564232	6.300002	6.623736	6.627156	6.425324	6.570938
"ZMYM4"	5.669278	5.661114	5.635756	5.373663	5.61742	5.479295	5.431322	5.561673	5.500013	5.86825
"MEIS3"	5.558626	5.587246	5.505058	5.526064	5.503541	5.65347	5.535968	5.613659	5.537226	5.553831
"PTPN3"	5.664655	5.701431	5.75475	5.71775	5.726114	5.815181	5.621672	5.579013	5.764141	5.744216
"HOXB5"	7.682907	8.028252	7.737387	8.33183	6.415258	7.788638	7.347465	7.822256	7.525006	7.335412
"ATP4A"	5.735372	5.627149	5.59098	5.483954	5.537522	5.596482	5.785331	5.802988	5.549499	5.471282
"KLHL34"	5.760933	5.659722	5.641931	5.686645	5.756267	5.699774	5.691828	5.59199	5.756	5.70906
"AVPR1A"	5.591913	5.562162	5.413269	5.505243	5.638396	5.639237	5.651413	5.790621	5.656705	5.694794
"ZNF706"	5.605228	5.610899	5.733756	5.634902	5.531114	5.570182	5.518961	5.750302	5.501015	5.724955
"PHOX2A"	6.312561	5.599102	5.755553	5.989535	6.533338	5.835561	5.869052	6.29439	5.695683	5.644062
"ZNF335"	6.252414	6.098382	5.952372	6.43125	6.127778	6.146602	6.389754	6.294252	5.936705	6.116598
"C5orf46"	5.633079	5.578935	5.459907	5.477495	5.806539	5.524288	5.663875	5.566211	5.582754	5.531508
"C10orf2"	6.271308	6.153556	6.217526	6.251756	6.199143	6.10375	6.542364	6.323694	6.35943	6.275984
"TAF9B"	6.593565	6.675322	6.604044	6.529082	6.57661	6.540494	6.221284	6.568906	6.428153	6.364841
"ZGRF1"	6.225652	5.916843	5.871813	5.951315	5.850613	5.519144	5.633837	6.09553	5.659551	5.632614
"VBP1"	7.595839	7.609846	8.183913	7.751922	7.571336	7.216355	6.668162	7.113283	7.726423	7.525325
"ARAP3"	6.062956	5.998557	5.661628	6.386538	6.503953	6.081626	5.828399	5.947823	5.720093	5.705152
"NRD1"	10.074174	10.095246	10.109507	10.459227	10.266704	10.13387	9.568746	10.455736	10.117617	10.298818
"TUBB1"	5.508179	5.67332	5.580659	5.705447	5.584088	5.774033	5.811016	5.440573	5.686613	5.720721
"GTF2H3"	9.450129	9.156882	9.235044	9.276935	9.336135	8.546084	9.642883	9.167452	9.09936	9.187223
"FASTKD1"	6.323594	6.393676	6.526787	6.479088	6.42784	6.734324	6.394914	6.285308	6.467632	6.489408
"CDC40"	5.828746	6.123536	5.948128	5.861919	5.797417	5.862085	5.862841	5.894907	5.838663	5.885691
"ATP6V0B"	9.812139	9.666143	9.828049	9.793633	10.201359	9.920457	10.383368	9.872318	9.951719	10.236435
"C1orf74"	6.151795	6.272373	6.212994	6.122753	6.216434	6.135253	6.379343	6.129235	6.300703	6.200708
"TMPRSS3"	5.782979	5.521123	5.580011	5.573685	5.647418	5.57242	5.590253	5.816666	5.403927	5.613682
"ACOT2"	5.944733	5.854922	5.776981	5.782227	5.900277	5.995846	5.914143	5.881916	5.94597	6.017644
"UBIAD1"	6.048336	6.182359	6.010321	6.042352	5.992004	6.160957	6.323741	5.768336	6.134368	6.102185
"ATP2B3"	5.529843	5.632706	5.493677	5.44944	5.542161	5.549846	5.47841	5.576492	5.564192	5.547396
"CHCHD3"	5.443965	5.581392	5.501695	5.751663	5.541863	5.547691	5.387551	5.599332	5.656896	5.674893
"SPARC"	5.685859	5.583759	5.594225	5.638966	5.532757	5.719522	5.66841	5.733423	5.586812	5.619277
"PEX2"	7.783292	7.797632	7.905944	7.792071	7.787454	7.769014	7.873101	7.977773	7.985992	7.9483
"PPHLN1"	5.569374	5.559241	5.516173	5.627675	5.633884	5.52986	5.526572	5.668881	5.490444	5.590858
"MSL2"	6.190807	6.322843	6.434745	6.436928	6.225532	6.273282	5.98243	6.305722	6.350975	6.24468
"DCUN1D1"	5.562998	5.484088	5.530513	5.473664	5.645973	5.538244	5.380334	5.551657	5.601567	5.493393
"ZNF608"	6.41134	6.40924	6.340741	6.125701	5.936273	6.224058	6.078537	6.355766	6.324699	6.380183
"NOX1"	6.046323	6.03245	6.994171	6.432887	6.118777	5.611425	5.770713	6.002123	5.738009	5.763818
"ADAM20"	5.651859	5.518892	5.560377	5.583431	5.789118	5.534738	5.51631	5.837291	5.445419	5.563837
"EYA3"	5.924688	5.972819	6.064187	6.061836	5.965252	6.089539	6.119699	5.93488	6.132523	6.046706
"BAG4"	6.277922	6.37499	6.391481	6.388411	6.54259	6.594989	6.51013	6.332912	6.588675	6.499041
"TRIB2"	5.717223	5.459073	5.492045	5.809589	5.585273	5.46723	5.537091	5.893087	5.538321	5.446244
"MYRF"	7.090518	7.049656	6.724105	6.833536	7.215562	7.407247	6.872465	7.034735	6.99541	7.113285
"DVL2"	5.663392	5.440932	5.483901	5.478805	5.757561	5.67424	5.397143	5.639078	5.573613	5.471469
"CYB5R1"	6.876058	6.542598	6.691448	6.156596	6.427058	6.403001	7.073456	6.519634	6.539833	6.520911
"ADAMTS6"	5.483668	5.554361	5.503435	5.480138	5.53628	5.455695	5.463099	5.512253	5.464769	5.411198
"SLC5A7"	5.760442	5.459954	5.508056	5.58611	5.635756	5.675249	5.623308	5.696374	5.572391	5.524543
"EIF4H"	12.239259	12.154486	11.964617	12.406399	12.182009	12.272535	12.141656	12.150669	12.383341	12.160803
"TOP2B"	6.680888	6.433961	6.711836	6.675483	6.54583	6.053268	6.085771	6.379671	5.959448	6.194695
"KLK10"	5.560395	5.62917	5.632976	5.823179	5.840229	5.584533	5.639444	5.703906	5.60885	5.690114
"TNMD"	5.515095	5.701913	5.610112	5.501854	5.398706	5.893298	5.64774	5.655819	5.529878	5.686994
"ARHGAP17"	7.153914	7.092039	7.253258	7.156527	7.110202	7.085232	7.119869	7.234046	7.078454	7.238093
"HVCN1"	6.618194	6.383093	5.934212	6.02822	6.586001	5.909189	5.817206	5.889608	5.729589	5.624252
"CELSR2"	5.957929	5.829924	5.576087	5.784547	5.871642	5.602289	5.985319	6.056926	5.681333	5.671519
"FAM120A"	10.011572	9.934933	10.412175	10.721471	10.222017	9.821921	9.503991	10.229061	10.006427	9.755733
"DPH5"	5.95535	6.069807	6.170079	6.00141	5.652231	6.089484	6.34851	5.766955	6.319593	6.198041
"RND1"	5.697889	5.351188	5.62653	5.593109	5.589843	5.569741	5.456324	5.678091	5.542586	5.566154
"ABCA3"	9.268861	9.400332	9.054887	9.304455	9.058485	9.2149	9.424849	9.21663	9.406097	9.48603
"ISL2"	5.473254	5.625956	5.659426	5.597379	5.619121	5.601817	5.512183	5.76811	5.373301	5.659151
"SLC2A10"	6.2523	6.311726	6.461168	6.509893	6.037704	6.028627	5.956734	6.053347	6.027013	6.120667
"IDE"	7.399633	7.444579	7.479919	7.5796	7.314455	7.12937	7.158328	7.560691	7.376939	7.300524
"USP22"	7.289899	7.407953	7.231382	7.252627	7.300958	7.491283	7.51218	7.311111	7.446207	7.476333
"SPSB4"	6.247199	6.277985	5.937087	6.235306	6.840971	5.997351	6.915519	6.593129	6.213179	6.371498
"FITM1"	5.799773	5.571602	5.445385	5.523438	5.92652	5.501284	5.574116	5.76753	5.645497	5.43462
"BLOC1S6"	8.606379	8.68416	8.448885	8.362135	8.504577	9.14107	8.755235	8.63222	8.916298	8.925284
"DMRTA2"	5.909234	5.669124	6.036705	5.690099	5.783255	5.882529	5.726194	5.927461	6.000146	5.998241
"METTL3"	7.768083	8.005393	8.064797	7.936881	8.238987	7.712347	8.484593	8.353786	8.048248	8.135284
"ATG4D"	5.909205	6.069537	6.039219	6.022166	5.846902	6.132762	6.09072	6.046556	6.038022	6.035467
"PLEKHA1"	8.411713	8.286559	8.578666	8.682459	8.688986	8.69999	8.399295	8.951338	8.975741	8.75752
"MANBA"	7.644214	7.763769	7.596301	7.671224	8.009873	8.149013	7.828334	7.810063	8.146178	8.292121
"PCGF5"	9.069422	9.017025	9.533484	9.713669	9.666143	9.338962	9.365109	9.438831	9.689208	9.553375
"CAMKV"	5.596417	5.55952	5.606251	5.521519	5.599408	5.593373	5.700297	5.547951	5.720156	5.590892
"IL6"	5.570182	5.535081	5.65409	5.710335	5.604806	5.464896	5.690114	5.426345	5.591197	5.633149
"PRKCDBP"	5.95808	5.994111	6.079205	5.947137	5.915078	6.103493	6.503785	6.087297	6.10177	6.056772
"GLOD4"	5.989287	5.711499	5.796514	5.701348	5.742836	5.854804	6.379306	5.817742	5.963085	5.884499
"GRAMD4"	5.796749	5.664927	5.674559	5.734688	5.762237	5.661215	5.819544	5.552394	5.712614	5.759134
"CDKN3"	6.813746	6.429697	7.107544	6.792395	6.720565	6.089693	6.306994	6.526851	6.033271	6.084533
"CELF4"	5.637438	5.680376	5.554177	5.614129	5.707929	5.681759	5.806362	5.796355	5.730146	5.749552
"VIP"	5.686678	5.42436	5.539953	5.552841	5.835496	5.380582	5.461505	5.654438	5.508319	5.515027
"TAGLN"	5.801258	5.70407	5.513907	5.728242	5.655331	5.536777	5.610171	5.584194	5.567712	5.535161
"HIST1H4H"	7.99629	7.768541	8.15188	7.631253	7.810435	6.720633	7.76497	7.507983	6.928342	7.174026
"TMEM189"	5.660335	5.964625	5.918956	5.913778	5.884499	6.216051	5.812003	5.512492	5.884807	5.933586
"GTF3C1"	6.043506	6.188797	6.105427	6.216593	6.103885	6.365569	6.096827	6.18932	6.144866	6.200633
"CEP55"	6.238081	5.978276	6.895936	6.142765	6.058731	5.686441	5.54429	5.903306	5.965533	6.027021
"CWF19L1"	7.395305	7.477873	7.252403	7.377004	7.457576	7.545172	7.590441	7.437169	7.452863	7.574081
"GRIK1"	5.562742	5.553817	5.554932	5.473672	5.528352	5.610535	5.467622	5.613478	5.596342	5.522912
"ADARB1"	5.791227	5.643467	5.654891	5.754968	5.765763	5.527956	5.62705	5.683095	5.625505	5.71663
"LZTS3"	6.995128	6.801997	6.829433	7.183657	7.346383	7.079266	7.135393	7.207221	6.95477	7.003705
"DENND4C"	5.574911	5.693354	5.828954	5.723398	5.807797	5.61925	5.509472	5.779641	5.833621	5.686123
"RORA"	5.531765	5.613142	5.614652	5.616484	5.501066	5.623189	5.599874	5.575428	5.596789	5.573073
"TSEN15"	7.477754	7.510322	7.324874	7.076674	7.399111	6.994454	7.616962	7.363221	7.243089	7.438334
"TP53BP1"	7.214915	7.023755	7.122809	7.23015	7.199508	6.874546	6.880021	7.281858	6.939951	7.060687
"RIF1"	5.772179	5.859006	5.940392	5.91802	5.893633	5.827819	5.543074	5.950078	5.803195	5.738697
"ADCYAP1R1"	5.664383	5.610874	5.764008	5.667872	5.659859	5.56301	5.749923	5.66129	5.758066	5.761605
"YIPF6"	6.546597	6.638702	7.040902	6.903103	6.867211	6.785249	6.139761	6.760083	6.653402	6.632922
"PLEKHA3"	7.699115	7.666476	7.974301	7.56933	7.737638	7.357735	7.658489	7.441309	8.044112	7.862179
"PLEKHA4"	5.655782	5.551409	5.583066	5.614238	5.694225	5.447571	5.543777	5.70191	5.530685	5.566432
"PHEX"	5.516484	5.656038	5.586597	5.764552	5.590408	5.443052	5.769643	5.581496	5.69278	5.854343
"SKA1"	5.612806	5.507933	5.597904	5.499896	5.624233	5.60297	5.389939	5.641652	5.480734	5.627416
"IL11"	5.651717	5.737286	5.667173	5.666979	5.609372	5.669563	5.833661	5.623368	5.661131	5.677535
"SUV420H1"	6.953467	6.985813	6.914751	7.042381	6.776416	7.227767	6.527666	7.216055	7.006926	7.174313
"CASP8"	9.558836	9.151167	9.855255	9.974472	9.607704	9.359482	9.187755	9.173803	9.161552	9.163633
"PLAGL2"	8.697103	8.679251	8.871866	9.620087	9.455178	9.222558	9.235743	9.332106	9.14812	9.399322
"RECQL5"	6.603927	6.091667	6.096529	6.392889	6.333306	6.110208	6.821874	6.795947	6.192018	6.46912
"HSPBAP1"	6.016618	6.005854	5.906474	5.944859	5.953	5.923975	6.042268	5.935686	5.961233	5.980828
"HERC1"	5.77691	6.020935	5.935685	5.980682	5.76793	6.001303	5.852673	5.823534	6.048973	6.001711
"CADPS2"	7.198945	7.150917	7.255023	7.102036	7.098774	6.71521	7.236309	7.097839	6.976498	7.09059
"ZNF292"	7.262096	7.286085	7.568046	7.787833	7.614488	7.271141	6.471053	7.460324	7.153712	7.148174
"TSTD1"	10.549622	10.869893	10.426028	10.004914	10.333325	10.811318	10.413374	9.863395	10.208909	10.361919
"ADAM17"	6.584921	6.511484	6.647546	6.777832	6.741881	6.378467	6.240086	6.470966	6.341437	6.391794
"TOX4"	5.484575	5.580403	5.504802	5.51248	5.507174	5.597551	5.532764	5.503866	5.603987	5.653416
"DNER"	5.570461	5.668381	5.598142	5.565325	5.68628	5.743761	5.64008	5.806816	5.576412	5.670573
"FBXL17"	8.441565	8.464977	8.124628	8.151842	8.072194	8.544197	8.763292	8.13075	8.419413	8.447263
